Name,DD.MM
Polichroniusz,17.02
Polichroniusz,06.12
Mamertyna,30.03
Chociemir,05.05
Chociemir,13.06
Sylweriusz,20.06
Sylweriusz,02.12
Wilibald,07.07
Wilibald,18.12
Albina,16.12
Hortensjusz,11.01
Dalebor,29.06
Gerbert,13.10
Atenodor,07.12
Miłogost,08.03
Lea,22.03
Klarencjusz,26.04
Emmeran,22.09
Suliwuj,12.12
Lotar,27.01
Lotar,15.06
Karp,13.04
Karp,26.05
Karp,04.06
Karp,13.10
Bartosz,21.04
Bartosz,24.08
Bartosz,03.09
Bartosz,12.12
Twardostoj,10.10
Cyprian,10.03
Cyprian,16.09
Cyprian,26.09
Cyprian,03.10
Tadea,11.05
Tadea,12.06
Tadea,25.10
Tadea,30.11
Tadea,29.12
Nadzieja,15.05
Nadzieja,01.08
Nadzieja,30.09
Alwin,26.05
Atanazy,02.05
Atanazy,15.05
Atanazy,23.06
Atanazy,04.07
Atanazy,05.07
Atanazy,15.07
Sabina,18.04
Sabina,29.08
Sabina,27.10
Sabina,05.12
Grimbald,29.09
Palemona,11.01
Kordula,22.10
Nieznamir,25.07
Marcjalis,16.04
Marcjalis,30.06
Marcjalis,13.10
Arystokles,23.06
Rufina,10.07
Rufina,19.07
Domarad,16.08
Tworzymir,26.03
Ścibor,09.11
Ścibor,14.11
Aleksja,17.02
Aleksja,17.07
Aleksja,06.09
Walburga,25.02
Walburga,06.08
Emilian,29.04
Emilian,18.07
Emilian,31.07
Emilian,08.08
Emilian,11.09
Emilian,11.10
Emilian,12.11
Emilian,06.12
Epimach,10.05
Epimach,12.12
Fraternus,29.09
Nikazjusz,14.12
Olimpia,28.01
Olimpia,15.04
Olimpia,25.07
Paschalis,11.02
Paschalis,17.05
Etelwold,12.02
Etelwold,01.08
Sylwia,11.03
Sylwia,09.07
Sylwia,03.11
Anizja,30.12
Laurencjusz,08.01
Laurencjusz,02.02
Laurencjusz,03.06
Laurencjusz,21.07
Laurencjusz,10.08
Laurencjusz,16.08
Laurencjusz,22.08
Laurencjusz,28.09
Brygida,01.02
Brygida,23.07
Brygida,23.08
Brygida,08.10
Herybert,16.03
Leopold,02.04
Leopold,30.07
Leopold,15.11
Bazylisa,15.04
Bazylisa,03.09
Serwacy,13.05
Jakert,15.09
Mojsław,01.01
Mamertyn,30.03
Pompejusz,10.04
Pompejusz,07.07
Pompejusz,14.12
Wisław,07.06
Wisław,15.06
Otokar,26.02
Otokar,09.05
Juwencja,08.02
Juwencja,01.06
Dawid,01.03
Dawid,20.05
Dawid,24.05
Dawid,26.06
Dawid,14.07
Dawid,15.07
Dawid,29.12
Maksymilian,12.03
Maksymilian,14.08
Maksymilian,21.08
Maksymilian,26.08
Maksymilian,12.10
Maksymilian,29.10
Krystian,18.03
Krystian,07.04
Krystian,04.12
Krystian,20.12
Paulina,26.05
Paulina,06.06
Paulina,22.06
Paulina,21.08
Paulina,10.10
Paulina,02.12
Paulina,31.12
Krzysztofa,25.07
Krzysztofa,31.10
Zenobia,30.10
Sara,19.01
Sara,13.07
Sara,09.10
Sara,27.12
Maksymina,29.05
Maksymina,08.06
Maksymina,15.12
Sperat,17.07
Akwila,23.01
Akwila,08.07
Cedmon,11.02
Zbygniew,17.03
Nela,31.03
Nela,18.08
Nela,10.11
Wulstan,19.01
Macieja,28.07
Celzjusz,01.04
Celzjusz,10.05
Celzjusz,28.07
Partenia,07.02
Klet,26.04
Kamila,31.05
Kamila,14.07
Kamila,16.09
Dalegor,22.08
Modesta,04.11
Bibiana,02.12
Ananiasz,25.01
Ananiasz,01.12
Ananiasz,16.12
Hugo,17.02
Hugo,01.04
Hugo,09.04
Hugo,29.04
Hugo,10.08
Hugo,17.11
Trzebisław,13.03
Stanibor,15.05
Emilia,23.05
Emilia,24.06
Emilia,30.06
Emilia,19.08
Emilia,24.08
Emilia,24.11
Erazm,02.06
Erazm,25.11
Jan Kanty,20.10
Menas,11.11
Menas,10.12
Emil,01.02
Emil,22.05
Emil,26.05
Emil,28.05
Emil,18.06
Emil,16.08
Emil,11.10
Emil,16.10
Balbin,21.12
Tyrs,28.01
Afrodyzy,14.03
Afrodyzy,28.04
Afrodyzy,30.04
Platonida,06.04
Szczepan,03.08
Szczepan,26.12
Renat,06.10
Renat,12.11
Remigia,13.01
Remigia,20.07
Remigia,18.10
Akwilin,17.07
Akwilin,19.10
Boromea,04.09
Kryspina,05.12
Dobrawa,15.01
Eustazy,29.03
Eustazy,16.07
Sylas,13.07
Agapiusz,24.03
Agapiusz,29.04
Agapiusz,19.08
Agapiusz,21.08
Agapiusz,10.09
Agapiusz,20.09
Agapiusz,02.11
Agapiusz,20.11
Gerlinda,26.02
Gerlinda,03.12
Arystarch,28.04
Arystarch,04.08
Chwalisława,30.04
Beatrycze,18.01
Beatrycze,13.02
Beatrycze,10.05
Beatrycze,29.07
Beatrycze,29.08
Beatrycze,01.09
Beatrycze,25.11
Erazma,03.09
Arnolf,18.07
Arnolf,15.08
Arnolf,19.09
Dioskur,25.02
Wirzchosława,03.03
Wirzchosława,03.05
Wirzchosława,26.08
Budzisława,20.10
Budzisława,02.12
Gerarda,30.01
Gerarda,04.03
Gerarda,23.04
Gerarda,13.05
Gerarda,06.06
Gerarda,13.06
Gerarda,03.09
Gerarda,24.09
Gerarda,03.10
Gerarda,16.10
Gerarda,29.12
Aurora,20.10
Leoncja,23.08
Leoncja,06.12
Żelimysł,27.04
Eutropiusz,12.01
Eutropiusz,03.03
Eutropiusz,30.04
Eutropiusz,27.05
Eulogia,21.01
Eulogia,05.05
Eulogia,13.09
Witomir,02.05
Rafaela,06.01
Rafaela,20.06
Ademar,24.03
Ademar,11.09
Miłość,01.04
Miłość,15.05
Racigniew,03.07
Racigniew,14.09
Florencja,10.11
Florencja,01.12
Ammoniusz,18.01
Ammoniusz,12.02
Ammoniusz,26.11
Elpidiusz,07.03
Elpidiusz,02.09
Sokrates,19.04
Sokrates,20.04
Sokrates,17.09
Sokrates,20.09
Krzesisława,22.05
Odys,01.01
Sirosława,27.02
Zefiryn,06.04
Zefiryn,20.12
Hanna,26.07
Świętomir,28.07
Jagna,07.08
Ariadna,16.09
Ariadna,18.09
Jodok,13.12
Konrada,14.02
Konrada,19.02
Konrada,21.04
Konrada,01.06
Konrada,01.08
Konrada,07.08
Konrada,04.10
Konrada,26.11
Konrada,12.12
Dagobert,23.12
Wieledrog,24.02
Wyszomir,28.08
Dadzbog,29.09
Aspazja,02.01
Odoryk,14.01
Bernadeta,11.02
Bernadeta,18.02
Bernadeta,16.04
Galfryd,15.02
Galfryd,25.09
Paladiusz,10.04
Malchus,21.10
Laurenty,08.01
Laurenty,02.02
Laurenty,12.02
Laurenty,06.06
Laurenty,21.07
Laurenty,10.08
Laurenty,16.08
Laurenty,14.11
Melaniusz,06.01
Melaniusz,31.01
Melaniusz,22.10
Melaniusz,06.11
Kanut,07.01
Kanut,19.01
Flawiusz,18.02
Flawiusz,18.04
Flawiusz,22.06
Świętosław,02.08
Świętosław,29.08
Świętosław,31.08
Kryspinian,25.10
Jędrzej,06.01
Jędrzej,16.05
Seweryn,08.01
Seweryn,11.02
Seweryn,08.06
Seweryn,02.09
Seweryn,24.09
Seweryn,23.10
Seweryn,01.11
Seweryn,19.11
Adrian,09.01
Adrian,04.03
Adrian,05.03
Adrian,08.07
Adrian,09.07
Adrian,08.09
Nikanor,10.01
Nikanor,05.06
Łucja,19.02
Łucja,25.03
Łucja,25.06
Łucja,06.07
Łucja,09.07
Łucja,16.09
Łucja,26.09
Łucja,16.11
Łucja,13.12
Wolimir,05.03
Wolimir,25.03
Wolimir,15.12
Lidia,27.03
Lidia,03.08
Tyburcy,14.04
Tyburcy,11.08
Stefania,02.01
Stefania,02.09
Stefania,18.09
Ninian,16.09
Tacjusz,22.09
Pius,30.04
Pius,05.05
Pius,11.07
Pius,21.08
Pius,23.09
Zybracht,01.02
Zybracht,11.07
Zybracht,27.09
Gorzysław,09.02
Gorzysław,09.11
Gorzysław,14.12
Tomaida,14.04
Skarbisław,04.06
Radosława,08.09
Radosława,09.09
Tezeusz,11.01
Kazimierz,04.03
Kazimierz,22.03
Kazimierz,12.06
Jowinian,05.05
Hubert,03.11
Agryppa,14.11
Floryn,17.11
Zdzisława,03.01
Probus,15.03
Probus,11.10
Probus,10.11
Probus,13.11
Waldemar,05.05
Waldemar,11.12
Filoteusz,15.09
Filoteusz,05.11
Czcibor,12.11
Ludomiła,20.02
Ludomiła,07.05
Ludomiła,26.10
Publiusz,21.01
Publiusz,19.02
Publiusz,16.04
Publiusz,12.11
Euchary,20.02
Euchary,08.12
Anioł,13.03
Anioł,11.04
Anioł,05.05
Anioł,16.08
Anioł,10.09
Anioł,30.10
Tyburcja,14.04
Tyburcja,11.08
Lucydiusz,26.04
Flora,11.06
Flora,29.07
Flora,29.08
Flora,24.11
Twardomir,24.09
Twardomir,24.11
Poncjan,19.01
Poncjan,13.08
Poncjan,25.08
Poncjan,11.12
Ewodia,25.04
Ewodia,06.05
Ewodia,08.10
Wiwald,01.05
Maryla,27.06
Dobromira,31.03
Wulfram,20.03
Żegota,01.02
Dobrowieść,28.12
Rosława,17.01
Rosława,07.10
Nikifor,09.02
Nikifor,22.02
Tamara,01.05
Tamara,03.06
Karolina,09.05
Karolina,01.07
Karolina,05.07
Karolina,18.07
Karolina,18.11
Onezyfor,06.09
Pryma,03.01
Pryma,09.02
Filibert,20.08
Leonard,04.03
Leonard,30.03
Leonard,15.10
Leonard,06.11
Leonard,18.11
Leonard,26.11
Agatonika,13.04
Dobrogost,14.07
Teotym,05.11
Reginald,09.02
Reginald,17.02
Reginald,09.04
Paweł,10.01
Paweł,15.01
Paweł,19.01
Paweł,25.01
Paweł,01.02
Paweł,06.02
Paweł,08.02
Paweł,12.02
Paweł,13.02
Paweł,02.03
Paweł,07.03
Paweł,17.03
Paweł,22.03
Paweł,17.04
Paweł,28.04
Paweł,15.05
Paweł,01.06
Paweł,07.06
Paweł,26.06
Paweł,28.06
Paweł,29.06
Paweł,20.07
Paweł,25.07
Paweł,20.08
Paweł,20.09
Paweł,19.10
Paweł,08.11
Paweł,19.11
Nostrian,14.02
Będzieciech,22.06
Stojgniew,27.11
Doroteusz,04.01
Doroteusz,28.03
Doroteusz,05.06
Doroteusz,09.08
Doroteusz,09.09
Wolrad,28.05
Franciszek Salezy,24.01
Felina,01.06
Znamir,30.09
Maksymiliana,12.10
Romana,23.02
Romana,03.10
Samuela,20.08
Uniedrog,30.12
Pudencjanna,19.05
Awit,21.01
Awit,05.02
Awit,17.06
Ignacy,03.02
Ignacy,11.05
Ignacy,28.05
Ignacy,15.07
Ignacy,21.07
Ignacy,31.07
Ignacy,22.09
Ignacy,17.10
Ignacy,23.10
Roman,28.02
Roman,29.02
Roman,22.05
Roman,09.08
Roman,01.10
Roman,06.10
Roman,23.10
Roman,18.11
Roman,24.11
Porfirion,10.03
Pękosława,19.05
Teofila,28.12
Angelika,04.01
Angelika,27.01
Angelika,11.03
Angelika,26.05
Angelika,14.07
Angelika,17.08
Angelika,06.12
Januariusz,19.01
Januariusz,19.09
Eberhard,23.03
Eberhard,22.06
Tychon,16.06
Kapitolina,27.10
Maria,01.01
Maria,23.01
Maria,28.01
Maria,02.02
Maria,11.02
Maria,16.02
Maria,25.03
Maria,02.04
Maria,05.04
Maria,07.04
Maria,09.04
Maria,14.04
Maria,18.04
Maria,23.04
Maria,24.04
Maria,28.04
Maria,30.04
Maria,03.05
Maria,09.05
Maria,13.05
Maria,14.05
Maria,24.05
Maria,29.05
Maria,02.06
Maria,06.06
Maria,08.06
Maria,23.06
Maria,27.06
Maria,29.06
Maria,02.07
Maria,05.07
Maria,06.07
Maria,16.07
Maria,29.07
Maria,02.08
Maria,04.08
Maria,05.08
Maria,06.08
Maria,15.08
Maria,17.08
Maria,20.08
Maria,22.08
Maria,26.08
Maria,04.09
Maria,08.09
Maria,12.09
Maria,13.09
Maria,15.09
Maria,19.09
Maria,24.09
Maria,07.10
Maria,10.10
Maria,11.10
Maria,20.10
Maria,01.11
Maria,20.11
Maria,21.11
Maria,25.11
Maria,02.12
Maria,08.12
Maria,10.12
Maria,11.12
Maria,15.12
Maria,16.12
Maria,25.12
Rozalinda,17.01
Ferdynand,30.05
Ferdynand,03.06
Ferdynand,05.06
Ferdynand,19.10
Lucjan,07.01
Lucjan,27.05
Lucjan,13.06
Lucjan,07.07
Lucjan,04.10
Lucjan,26.10
Apoloniusz,08.03
Apoloniusz,10.04
Apoloniusz,18.04
Apoloniusz,21.04
Berta,01.05
Berta,11.05
Berta,04.07
Berta,28.11
Iwo,19.05
Iwo,04.09
Iwo,23.12
Radowit,27.05
Radowit,28.11
Radowit,29.12
Teobalda,30.06
Teobalda,08.07
Celia,27.07
Miłorad,09.08
Dionizy,14.02
Dionizy,26.02
Dionizy,24.03
Dionizy,08.04
Dionizy,19.04
Dionizy,20.04
Dionizy,08.05
Dionizy,25.05
Dionizy,02.09
Dionizy,09.09
Dionizy,20.09
Dionizy,09.10
Dionizy,10.10
Dionizy,16.10
Dionizy,16.11
Dionizy,17.11
Dionizy,19.11
Dionizy,29.11
Dionizy,26.12
Dionizy,30.12
Nikazy,14.12
Helmut,20.09
Baldwin,22.03
Baldwin,21.08
Baldwin,06.10
Pachomiusz,09.05
Pachomiusz,26.11
Febron,25.06
Mirela,27.09
Mirela,07.10
Konradyna,01.11
Kornel,02.02
Kornel,09.07
Kornel,16.09
Wiktorian,12.01
Wiktorian,23.03
Wiktorian,16.05
Wiktorian,10.06
Wiktorian,26.08
Ammonia,18.01
Ammonia,12.02
Ammonia,26.11
Miłosława,02.02
Lilla,30.04
Lilla,27.07
Lilla,09.11
Pudencjana,19.05
Serafina,29.07
Serafina,08.09
Bracsław,09.01
Zyndram,30.05
Drogomir,18.07
Drogomir,09.09
Drogomir,17.11
Drogomir,22.12
Armida,15.08
Szczęsny,17.09
Dymitr,26.10
Bernard,12.01
Bernard,19.01
Bernard,23.01
Bernard,09.02
Bernard,16.02
Bernard,12.03
Bernard,01.06
Bernard,12.06
Bernard,15.06
Bernard,10.08
Bernard,20.08
Bernard,21.08
Bernard,22.08
Bernard,10.09
Bernard,14.09
Bernard,14.10
Bernard,21.10
Bernard,26.10
Bernard,04.12
Eufrazja,18.05
Sadok,02.06
Walentyna,25.07
Walentyna,24.10
Małobąd,01.10
Blanka,07.10
Blanka,01.12
Żelibrat,07.11
Sławomir,17.05
Sławomir,05.11
Sławomir,23.12
Ernestyna,14.04
Ernestyna,22.11
Zygmunt,02.05
Zygmunt,12.06
Zygmunt,17.09
Uniegost,24.09
Witalia,14.10
Zozym,30.03
Zozym,30.11
Zozym,14.12
Zozym,18.12
Zozym,26.12
Filiberta,20.08
Nimfa,10.11
Niedomira,14.02
Albin,01.03
Albin,23.06
Albin,22.07
Albin,22.08
Albin,06.09
Albin,15.09
Pafnucy,21.03
Pafnucy,19.04
Pafnucy,20.04
Pafnucy,11.09
Pafnucy,24.09
Pafnucy,11.11
Pafnucy,29.11
Menander,28.04
Mauryn,10.06
Kiliana,08.07
Sobiesław,20.08
Sobiesław,28.08
Sobiesław,10.09
Sobiesław,01.12
Miłowuj,20.09
Miłosz,25.01
Felicjanna,24.11
Ludwin,29.09
Lucja,25.03
Lucja,06.07
Lucja,09.07
Lucja,26.09
Symplicjusz,10.03
Symplicjusz,10.05
Symplicjusz,15.05
Symplicjusz,24.06
Symplicjusz,29.07
Symplicjusz,16.08
Symplicjusz,26.08
Symplicjusz,08.11
Symplicjusz,20.11
Symplicjusz,18.12
Pola,09.02
Pola,23.09
Manswet,19.02
Manswet,06.09
Manswet,28.11
Eustazja,29.03
Eustazja,16.07
Dina,20.06
Prospera,25.06
Prospera,29.07
Artemia,25.01
Artemia,16.03
Gliceria,13.05
Gliceria,22.10
Lubowid,13.06
Faro,28.10
Ursyn,09.11
Hermana,24.12
Hortensja,11.01
Niegowoj,17.02
Tertuliana,27.04
Tertuliana,04.08
Szczęsna,17.09
Emeryka,04.11
Treweriusz,16.01
Gwido,31.03
Gwido,12.06
Gwido,12.09
Leowigild,20.08
Leonia,10.01
Leonia,03.05
Chryzostom,27.01
Julianna,16.02
Julianna,05.04
Julianna,14.04
Julianna,19.06
Julianna,12.08
Julianna,15.08
Julianna,17.08
Julianna,01.11
Gerazym,05.03
Afrykan,10.04
Antypater,11.04
Wacława,28.09
Wacława,13.10
Atalia,03.12
Idzi,10.01
Idzi,07.02
Idzi,23.04
Idzi,14.05
Idzi,01.09
Eleukadiusz,14.02
Jurand,06.05
Retyk,15.05
Wibert,23.05
Domna,02.06
Domna,28.12
Herweusz,17.06
Litoriusz,13.09
Otto,16.01
Otto,19.06
Otto,01.07
Rosław,17.01
Klemens,23.01
Klemens,17.02
Klemens,15.03
Klemens,20.03
Klemens,10.09
Klemens,20.09
Klemens,23.11
Klemens,04.12
Tymoteusz,24.01
Tymoteusz,26.01
Tymoteusz,28.02
Tymoteusz,06.04
Tymoteusz,03.05
Tymoteusz,21.05
Tymoteusz,10.06
Tymoteusz,22.08
Tymoteusz,19.12
Winand,01.02
Wiktoryn,25.02
Wiktoryn,29.03
Wiktoryn,15.04
Wiktoryn,15.05
Wiktoryn,05.09
Wiktoryn,05.10
Wiktoryn,02.11
Wiktoryn,08.11
Wiktoryn,02.12
Maryn,03.03
Maryn,08.08
Maryn,03.09
Maryn,15.12
Asynkryt,08.04
Odylon,01.01
Dydymus,28.04
Dydymus,11.09
Sulisław,22.01
Sulisław,07.02
Sulisław,02.12
Zybart,01.02
Zybart,11.07
Genadiusz,05.06
Albertyna,15.06
Albertyna,31.08
Odo,04.07
Odo,07.07
Odo,18.11
Bazyliusz,02.01
Kasjusz,15.05
Kasjusz,29.06
Kasjusz,10.10
Idalia,15.11
Unirad,10.12
Roberta,17.04
Roberta,29.04
Roberta,13.05
Roberta,07.06
Roberta,18.07
Dorian,22.01
Dorian,22.05
Teofil,08.01
Teofil,30.01
Teofil,05.03
Teofil,27.04
Teofil,19.05
Teofil,22.07
Teofil,08.09
Teofil,02.10
Teofil,13.10
Teofil,03.11
Teofil,20.12
Switun,02.07
Switun,10.12
Giedymin,23.10
Emeryk,04.11
Medarda,08.06
Blandyn,05.11
Adelajda,30.01
Adelajda,05.02
Adelajda,04.04
Adelajda,15.06
Adelajda,12.12
Adelajda,16.12
Maksym,08.01
Maksym,15.01
Maksym,23.01
Maksym,25.01
Maksym,03.02
Maksym,18.02
Maksym,13.04
Maksym,14.04
Maksym,15.04
Maksym,30.04
Maksym,05.05
Maksym,11.05
Maksym,15.05
Maksym,10.06
Maksym,25.06
Maksym,02.08
Maksym,13.08
Maksym,17.08
Maksym,20.08
Maksym,23.08
Maksym,30.10
Maksym,19.11
Maksym,27.11
Maksym,27.12
Anicet,23.01
Anicet,17.04
Anicet,12.08
Jacenty,10.02
Jacenty,04.07
Jacenty,26.07
Jacenty,17.08
Jacenty,11.09
Lubomir,20.02
Lubomir,21.03
Lubomir,01.05
Lubomir,28.06
Lubomir,31.07
Lubomir,20.11
Norbert,06.06
Albana,21.06
Albana,22.06
Albert,08.01
Albert,18.02
Albert,11.05
Albert,17.06
Albert,07.08
Albert,14.09
Albert,15.11
Albert,21.11
Stanisława,05.05
Stanisława,08.05
Stanisława,13.11
Florianna,02.06
Florianna,09.07
Sędzisław,07.07
Sędzisław,16.09
Benwenut,22.03
Benwenut,05.05
Benwenut,27.06
Drogomysł,17.06
Drogomysł,18.06
Ignacja,06.07
Oktawiusz,20.11
Żyrosław,17.12
Wirgilia,05.03
Wirgilia,27.11
Bogusąd,13.01
Eutymiusz,20.01
Eutymiusz,11.03
Eutymiusz,05.05
Eutymiusz,29.08
Eutymiusz,15.10
Bogdana,06.02
Bogdana,10.08
Bogdana,06.09
Bogdana,06.11
Balbina,11.03
Balbina,31.03
Balbina,02.12
Antioch,21.05
Antioch,15.07
Antioch,15.10
Antioch,13.12
Damroka,30.08
Tyter,16.12
Dobromir,04.01
Owidiusz,03.06
Alfred,04.07
Alfred,14.08
Alfred,19.08
Joel,13.07
Stojsława,22.07
Szmaragd,08.08
Jan,10.01
Jan,12.01
Jan,15.01
Jan,17.01
Jan,19.01
Jan,23.01
Jan,27.01
Jan,31.01
Jan,02.02
Jan,03.02
Jan,04.02
Jan,07.02
Jan,08.02
Jan,12.02
Jan,13.02
Jan,17.02
Jan,18.02
Jan,20.02
Jan,24.02
Jan,05.03
Jan,08.03
Jan,11.03
Jan,19.03
Jan,24.03
Jan,27.03
Jan,28.03
Jan,30.03
Jan,03.04
Jan,13.04
Jan,27.04
Jan,06.05
Jan,07.05
Jan,10.05
Jan,12.05
Jan,13.05
Jan,15.05
Jan,18.05
Jan,19.05
Jan,22.05
Jan,23.05
Jan,24.05
Jan,27.05
Jan,30.05
Jan,03.06
Jan,10.06
Jan,11.06
Jan,12.06
Jan,16.06
Jan,20.06
Jan,22.06
Jan,23.06
Jan,24.06
Jan,26.06
Jan,27.06
Jan,30.06
Jan,08.07
Jan,09.07
Jan,11.07
Jan,21.07
Jan,23.07
Jan,31.07
Jan,04.08
Jan,08.08
Jan,09.08
Jan,13.08
Jan,18.08
Jan,19.08
Jan,22.08
Jan,27.08
Jan,29.08
Jan,30.08
Jan,31.08
Jan,02.09
Jan,03.09
Jan,09.09
Jan,11.09
Jan,14.09
Jan,16.09
Jan,20.09
Jan,23.09
Jan,27.09
Jan,28.09
Jan,01.10
Jan,09.10
Jan,10.10
Jan,19.10
Jan,23.10
Jan,24.10
Jan,01.11
Jan,08.11
Jan,11.11
Jan,12.11
Jan,13.11
Jan,14.11
Jan,17.11
Jan,24.11
Jan,26.11
Jan,01.12
Jan,02.12
Jan,04.12
Jan,05.12
Jan,09.12
Jan,14.12
Jan,15.12
Jan,17.12
Jan,23.12
Jan,27.12
Prymian,23.02
Prymian,31.08
Prymian,29.12
Tomiła,10.10
Warcisław,01.11
Fulgencjusz,01.01
Aelred,12.01
January,19.01
January,08.04
January,04.05
January,10.07
January,06.08
January,28.08
January,19.09
January,13.10
January,24.10
January,25.10
Kaliksta,19.01
Kaliksta,25.04
Bożdar,27.06
Bożdar,02.07
Bożdar,10.08
Bożdar,09.10
Bożdar,08.11
Chryzant,25.10
Tomasz,11.01
Tomasz,28.01
Tomasz,12.02
Tomasz,07.03
Tomasz,01.04
Tomasz,09.04
Tomasz,20.06
Tomasz,22.06
Tomasz,03.07
Tomasz,25.08
Tomasz,06.09
Tomasz,22.09
Tomasz,31.10
Tomasz,18.11
Tomasz,10.12
Tomasz,21.12
Tomasz,29.12
Wunibald,18.12
Alojzy,12.03
Alojzy,11.05
Alojzy,14.06
Alojzy,21.06
Alojzy,24.10
Alojzy,13.11
Alojzy,08.12
Gerwina,03.03
Witosław,04.03
Witosław,15.06
Ozeasz,04.07
Amon,01.09
Amon,08.09
Amon,20.12
Żelibor,29.10
Zdziesława,16.12
Ewarysta,23.12
Barcław,25.01
Auksencjusz,14.02
Auksencjusz,27.02
Auksencjusz,13.12
Auksencjusz,18.12
Perpetuus,08.04
Perpetuus,30.12
Sebald,19.08
Sylwester,02.01
Sylwester,15.04
Sylwester,10.05
Sylwester,09.06
Sylwester,20.11
Sylwester,26.11
Sylwester,31.12
Orion,24.05
Teopista,20.09
Unierad,10.12
Juliana,16.02
Świętomira,11.02
Innocenty,03.03
Innocenty,12.03
Innocenty,09.04
Innocenty,17.04
Innocenty,10.05
Innocenty,22.06
Innocenty,04.07
Innocenty,27.07
Innocenty,12.08
Innocenty,22.09
Amaranta,07.11
Kinga,13.01
Kinga,24.07
Domagniew,06.05
Septym,17.08
Septym,24.10
Franciszka,09.03
Franciszka,25.04
Franciszka,04.11
Franciszka,12.12
Franciszka,22.12
Małomir,11.01
Baldwina,22.03
Baldwina,21.08
Baldwina,06.10
Samosąd,02.04
Wit,15.06
Nasiębor,02.10
Martynian,02.01
Martynian,13.02
Martynian,02.07
Martynian,16.10
Żerosław,17.12
Fidelisa,21.08
Switbert,01.03
Dula,25.03
Dula,15.06
Roger,05.01
Roger,28.01
Roger,15.10
Roger,15.11
Gandolf,03.04
Elfryda,20.05
Elfryda,08.12
Terencja,21.06
Zdziwoj,26.06
Druzjan,24.12
Patrokles,21.01
Patrokles,16.11
Pelagiusz,25.03
Pelagiusz,26.06
Pelagiusz,11.07
Pelagiusz,28.08
Pelagiusz,19.10
Pelagiusz,21.10
Rita,29.04
Gordian,10.05
Gordian,17.09
Wiwina,17.12
Mardoniusz,23.12
Fokas,05.03
Fokas,14.07
Pakosława,15.02
Marut,16.02
Marut,04.12
Nila,20.02
Nila,19.09
Nila,26.09
Nila,12.11
Ingryda,02.09
Hieronim,08.02
Hieronim,03.03
Hieronim,20.07
Hieronim,20.08
Hieronim,30.09
Hieronim,06.11
Hieronim,04.12
Hieronim,11.12
Symeon,16.02
Symeon,18.02
Symeon,23.05
Symeon,26.07
Symeon,03.08
Symeon,08.10
Zachariasz,15.03
Zachariasz,22.03
Zachariasz,06.04
Zachariasz,26.05
Zachariasz,06.09
Zachariasz,18.09
Cyriaka,20.03
Cyriaka,19.05
Cyriaka,15.07
Cyriaka,21.08
Tristan,05.04
Tristan,28.11
Florentyna,20.06
Florentyna,16.10
Apollon,25.01
Apollon,10.02
Apollon,21.04
Apollon,20.10
Onezym,15.02
Onezym,16.02
Wiktor,22.02
Wiktor,25.02
Wiktor,27.02
Wiktor,06.03
Wiktor,02.04
Wiktor,12.04
Wiktor,08.05
Wiktor,14.05
Wiktor,17.05
Wiktor,21.05
Wiktor,28.05
Wiktor,21.07
Wiktor,24.07
Wiktor,28.07
Wiktor,08.08
Wiktor,19.08
Wiktor,23.08
Wiktor,10.09
Wiktor,14.09
Wiktor,16.09
Wiktor,22.09
Wiktor,30.09
Wiktor,17.10
Wiktor,13.11
Wiktor,15.12
Wiktor,29.12
Grażyna,01.04
Grażyna,26.07
Olaf,29.07
Felicysym,06.08
Felicysym,26.10
Berengaria,02.10
Torlak,23.12
Celeryna,03.02
Czcibora,15.05
Sława,06.08
Filadelfia,10.05
Ada,06.04
Ada,24.12
Blanda,10.05
Troadiusz,28.12
Ryszard,07.02
Ryszard,03.04
Ryszard,18.04
Ryszard,26.04
Ryszard,09.06
Ryszard,14.06
Ryszard,09.08
Ryszard,07.09
Lawiniusz,14.04
Alina,16.06
Alina,16.12
Lubomysł,15.07
Nimfodora,10.09
Sulimir,07.02
Sulimir,30.05
Sulimir,30.10
Eliasz,16.02
Eliasz,17.04
Eliasz,05.07
Eliasz,20.07
Eliasz,02.08
Eliasz,20.08
Eliasz,19.09
Renata,28.03
Renata,12.11
Swojsław,30.07
Swojsław,30.08
Wawrzyniec,08.01
Wawrzyniec,02.02
Wawrzyniec,03.02
Wawrzyniec,30.04
Wawrzyniec,03.06
Wawrzyniec,06.06
Wawrzyniec,21.07
Wawrzyniec,10.08
Wawrzyniec,16.08
Wawrzyniec,22.08
Wawrzyniec,05.09
Wawrzyniec,25.09
Wawrzyniec,27.09
Wawrzyniec,28.09
Wawrzyniec,14.11
Sergiusz,24.02
Sergiusz,27.07
Sergiusz,08.09
Sergiusz,09.09
Sergiusz,07.10
Zenaida,05.06
Zenaida,11.10
Biryn,03.12
Franciszka Ksawera,22.12
Sławomira,23.12
Ida,15.01
Ida,13.04
Ida,08.05
Ida,04.09
Ida,29.10
Teodulf,17.02
Teodulf,04.04
Teodulf,02.05
Teodulf,03.05
Teodulf,24.06
Teodulf,12.09
Maja,09.04
Maja,01.05
Maja,12.09
Carmen,16.07
Cherubin,17.09
Teobald,16.02
Teobald,21.05
Teobald,30.06
Teobald,01.07
Teobald,08.07
Teobald,06.11
Gwidon,31.03
Gwidon,12.06
Gwidon,12.09
Ewodiusz,25.04
Ewodiusz,06.05
Ewodiusz,08.10
